variable_id	table_version_id	table_name	variable_name	variable_type	column_name	column_type
phv00082923.v1	pht001111.v4	AirNRExamMain	blue1	NUMERIC	blue1	FLOAT
phv00082924.v1	pht001111.v4	AirNRExamMain	asgood1	NUMERIC	asgood1	FLOAT
phv00082925.v1	pht001111.v4	AirNRExamMain	concntr1	NUMERIC	concntr1	FLOAT
phv00082926.v1	pht001111.v4	AirNRExamMain	depress1	NUMERIC	depress1	FLOAT
phv00082927.v1	pht001111.v4	AirNRExamMain	effort1	NUMERIC	effort1	FLOAT
phv00082928.v1	pht001111.v4	AirNRExamMain	hopeful1	NUMERIC	hopeful1	FLOAT
phv00082929.v1	pht001111.v4	AirNRExamMain	lffail1	NUMERIC	lffail1	FLOAT
phv00082930.v1	pht001111.v4	AirNRExamMain	fearful1	NUMERIC	fearful1	FLOAT
phv00082931.v1	pht001111.v4	AirNRExamMain	badslp1	NUMERIC	badslp1	FLOAT
phv00082932.v1	pht001111.v4	AirNRExamMain	happy1	NUMERIC	happy1	FLOAT
phv00082933.v1	pht001111.v4	AirNRExamMain	lestalk1	NUMERIC	lestalk1	FLOAT
phv00082934.v1	pht001111.v4	AirNRExamMain	lonely1	NUMERIC	lonely1	FLOAT
phv00082935.v1	pht001111.v4	AirNRExamMain	unfrnly1	NUMERIC	unfrnly1	FLOAT
phv00082936.v1	pht001111.v4	AirNRExamMain	enjlife1	NUMERIC	enjlife1	FLOAT
phv00082937.v1	pht001111.v4	AirNRExamMain	cryspel1	NUMERIC	cryspel1	FLOAT
phv00082938.v1	pht001111.v4	AirNRExamMain	sad1	NUMERIC	sad1	FLOAT
phv00082939.v1	pht001111.v4	AirNRExamMain	dislikd1	NUMERIC	dislikd1	FLOAT
phv00082940.v1	pht001111.v4	AirNRExamMain	getgoin1	NUMERIC	getgoin1	FLOAT
phv00082941.v1	pht001111.v4	AirNRExamMain	talkto1	NUMERIC	talkto1	FLOAT
phv00082942.v1	pht001111.v4	AirNRExamMain	advice1	NUMERIC	advice1	FLOAT
phv00082943.v1	pht001111.v4	AirNRExamMain	affectn1	NUMERIC	affectn1	FLOAT
phv00082944.v1	pht001111.v4	AirNRExamMain	hlpchr1	NUMERIC	hlpchr1	FLOAT
phv00082945.v1	pht001111.v4	AirNRExamMain	emospt1	NUMERIC	emospt1	FLOAT
phv00082946.v1	pht001111.v4	AirNRExamMain	confide1	NUMERIC	confide1	FLOAT
phv00082947.v1	pht001111.v4	AirNRExamMain	hlfadm1	NUMERIC	hlfadm1	FLOAT
phv00082948.v1	pht001111.v4	AirNRExamMain	emot1c	NUMERIC	emot1c	FLOAT
phv00082949.v1	pht001111.v4	AirNRExamMain	cesd1c	NUMERIC	cesd1c	FLOAT
phv00082950.v1	pht001111.v4	AirNRExamMain	trig1	NUMERIC	trig1	FLOAT
phv00082951.v1	pht001111.v4	AirNRExamMain	ldl1	NUMERIC	ldl1	FLOAT
phv00082952.v1	pht001111.v4	AirNRExamMain	hdl1	NUMERIC	hdl1	FLOAT
phv00082953.v1	pht001111.v4	AirNRExamMain	glucos1c	NUMERIC	glucos1c	FLOAT
phv00082954.v1	pht001111.v4	AirNRExamMain	glucos1u	NUMERIC	glucos1u	FLOAT
phv00082955.v1	pht001111.v4	AirNRExamMain	creatin1	NUMERIC	creatin1	FLOAT
phv00082956.v1	pht001111.v4	AirNRExamMain	chol1	NUMERIC	chol1	FLOAT
phv00082957.v1	pht001111.v4	AirNRExamMain	chlcat1c	NUMERIC	chlcat1c	FLOAT
phv00082958.v1	pht001111.v4	AirNRExamMain	hdlcat1c	NUMERIC	hdlcat1c	FLOAT
phv00082959.v1	pht001111.v4	AirNRExamMain	ldlcat1c	NUMERIC	ldlcat1c	FLOAT
phv00082960.v1	pht001111.v4	AirNRExamMain	trgcat1c	NUMERIC	trgcat1c	FLOAT
phv00082961.v2	pht001111.v4	AirNRExamMain	egfr1c	NUMERIC	egfr1c	FLOAT
phv00082962.v1	pht001111.v4	AirNRExamMain	renins1c	NUMERIC	renins1c	FLOAT
phv00082963.v1	pht001111.v4	AirNRExamMain	icam1	NUMERIC	icam1	FLOAT
phv00082964.v1	pht001111.v4	AirNRExamMain	icam1m	NUMERIC	icam1m	FLOAT
phv00082965.v1	pht001111.v4	AirNRExamMain	fib1	NUMERIC	fib1	FLOAT
phv00082966.v1	pht001111.v4	AirNRExamMain	fib1m	NUMERIC	fib1m	FLOAT
phv00082967.v1	pht001111.v4	AirNRExamMain	crp1	NUMERIC	crp1	FLOAT
phv00082968.v1	pht001111.v4	AirNRExamMain	crp1m	NUMERIC	crp1m	FLOAT
phv00082969.v1	pht001111.v4	AirNRExamMain	eselect1	NUMERIC	eselect1	FLOAT
phv00082970.v1	pht001111.v4	AirNRExamMain	eselect1m	NUMERIC	eselect1m	FLOAT
phv00082971.v1	pht001111.v4	AirNRExamMain	ddimer1	NUMERIC	ddimer1	FLOAT
phv00082972.v1	pht001111.v4	AirNRExamMain	ddimer1m	NUMERIC	ddimer1m	FLOAT
phv00082973.v1	pht001111.v4	AirNRExamMain	hlthage1	NUMERIC	hlthage1	FLOAT
phv00082974.v1	pht001111.v4	AirNRExamMain	emphys1	NUMERIC	emphys1	FLOAT
phv00082975.v1	pht001111.v4	AirNRExamMain	asthma1	NUMERIC	asthma1	FLOAT
phv00082976.v1	pht001111.v4	AirNRExamMain	arthrit1	NUMERIC	arthrit1	FLOAT
phv00082977.v1	pht001111.v4	AirNRExamMain	cancer1	NUMERIC	cancer1	FLOAT
phv00082978.v1	pht001111.v4	AirNRExamMain	prostcn1	NUMERIC	prostcn1	FLOAT
phv00082979.v1	pht001111.v4	AirNRExamMain	brstcn1	NUMERIC	brstcn1	FLOAT
phv00082980.v1	pht001111.v4	AirNRExamMain	lungcn1	NUMERIC	lungcn1	FLOAT
phv00082981.v1	pht001111.v4	AirNRExamMain	coloncn1	NUMERIC	coloncn1	FLOAT
phv00082982.v1	pht001111.v4	AirNRExamMain	nmskncn1	NUMERIC	nmskncn1	FLOAT
phv00082983.v1	pht001111.v4	AirNRExamMain	bloodcn1	NUMERIC	bloodcn1	FLOAT
phv00082984.v1	pht001111.v4	AirNRExamMain	othcn1	NUMERIC	othcn1	FLOAT
phv00082985.v1	pht001111.v4	AirNRExamMain	rheuhv1	NUMERIC	rheuhv1	FLOAT
phv00082986.v1	pht001111.v4	AirNRExamMain	bldclot1	NUMERIC	bldclot1	FLOAT
phv00082987.v1	pht001111.v4	AirNRExamMain	liverd1	NUMERIC	liverd1	FLOAT
phv00082988.v1	pht001111.v4	AirNRExamMain	cirrh1	NUMERIC	cirrh1	FLOAT
phv00082989.v1	pht001111.v4	AirNRExamMain	hepat1	NUMERIC	hepat1	FLOAT
phv00082990.v1	pht001111.v4	AirNRExamMain	heptpa1	NUMERIC	heptpa1	FLOAT
phv00082991.v1	pht001111.v4	AirNRExamMain	heptpb1	NUMERIC	heptpb1	FLOAT
phv00082992.v1	pht001111.v4	AirNRExamMain	heptpc1	NUMERIC	heptpc1	FLOAT
phv00082993.v1	pht001111.v4	AirNRExamMain	heptpd1	NUMERIC	heptpd1	FLOAT
phv00082994.v1	pht001111.v4	AirNRExamMain	heptpe1	NUMERIC	heptpe1	FLOAT
phv00082995.v1	pht001111.v4	AirNRExamMain	heptpu1	NUMERIC	heptpu1	FLOAT
phv00082996.v1	pht001111.v4	AirNRExamMain	kdnydis1	NUMERIC	kdnydis1	FLOAT
phv00082997.v1	pht001111.v4	AirNRExamMain	highbp1	NUMERIC	highbp1	FLOAT
phv00082998.v1	pht001111.v4	AirNRExamMain	bpmed1	NUMERIC	bpmed1	FLOAT
phv00082999.v1	pht001111.v4	AirNRExamMain	bphxage1	NUMERIC	bphxage1	FLOAT
phv00083000.v1	pht001111.v4	AirNRExamMain	bpmageu1	NUMERIC	bpmageu1	FLOAT
phv00083001.v1	pht001111.v4	AirNRExamMain	hghchol1	NUMERIC	hghchol1	FLOAT
phv00083002.v1	pht001111.v4	AirNRExamMain	cholmed1	NUMERIC	cholmed1	FLOAT
phv00083003.v1	pht001111.v4	AirNRExamMain	cholage1	NUMERIC	cholage1	FLOAT
phv00083004.v1	pht001111.v4	AirNRExamMain	chlageu1	NUMERIC	chlageu1	FLOAT
phv00083005.v1	pht001111.v4	AirNRExamMain	diabet1	NUMERIC	diabet1	FLOAT
phv00083006.v1	pht001111.v4	AirNRExamMain	diabhx1	NUMERIC	diabhx1	FLOAT
phv00083007.v1	pht001111.v4	AirNRExamMain	dbhxtyp1	NUMERIC	dbhxtyp1	FLOAT
phv00083008.v1	pht001111.v4	AirNRExamMain	dbage1	NUMERIC	dbage1	FLOAT
phv00083009.v1	pht001111.v4	AirNRExamMain	dbageu1	NUMERIC	dbageu1	FLOAT
phv00083010.v1	pht001111.v4	AirNRExamMain	dbinsul1	NUMERIC	dbinsul1	FLOAT
phv00083011.v1	pht001111.v4	AirNRExamMain	dbpreg1	NUMERIC	dbpreg1	FLOAT
phv00083012.v1	pht001111.v4	AirNRExamMain	hwt3ylb1	NUMERIC	hwt3ylb1	FLOAT
phv00083013.v1	pht001111.v4	AirNRExamMain	wt20lb1	NUMERIC	wt20lb1	FLOAT
phv00083014.v1	pht001111.v4	AirNRExamMain	wt40lb1	NUMERIC	wt40lb1	FLOAT
phv00083015.v1	pht001111.v4	AirNRExamMain	levwalk1	NUMERIC	levwalk1	FLOAT
phv00083016.v1	pht001111.v4	AirNRExamMain	hilwalk1	NUMERIC	hilwalk1	FLOAT
phv00083017.v1	pht001111.v4	AirNRExamMain	stpwalk1	NUMERIC	stpwalk1	FLOAT
phv00083018.v1	pht001111.v4	AirNRExamMain	preg1	NUMERIC	preg1	FLOAT
phv00083019.v1	pht001111.v4	AirNRExamMain	pregn1	NUMERIC	pregn1	FLOAT
phv00083020.v1	pht001111.v4	AirNRExamMain	birthn1	NUMERIC	birthn1	FLOAT
phv00083021.v1	pht001111.v4	AirNRExamMain	agebrth1	NUMERIC	agebrth1	FLOAT
phv00083022.v1	pht001111.v4	AirNRExamMain	hystrct1	NUMERIC	hystrct1	FLOAT
phv00083023.v1	pht001111.v4	AirNRExamMain	hystage1	NUMERIC	hystage1	FLOAT
phv00083024.v1	pht001111.v4	AirNRExamMain	ovarem1	NUMERIC	ovarem1	FLOAT
phv00083025.v1	pht001111.v4	AirNRExamMain	ovaage1	NUMERIC	ovaage1	FLOAT
phv00083026.v1	pht001111.v4	AirNRExamMain	ovaremn1	NUMERIC	ovaremn1	FLOAT
phv00083027.v1	pht001111.v4	AirNRExamMain	bcpills1	NUMERIC	bcpills1	FLOAT
phv00083028.v1	pht001111.v4	AirNRExamMain	bpillyr1	NUMERIC	bpillyr1	FLOAT
phv00083029.v1	pht001111.v4	AirNRExamMain	mnpause1	NUMERIC	mnpause1	FLOAT
phv00083030.v1	pht001111.v4	AirNRExamMain	menop1	NUMERIC	menop1	FLOAT
phv00083031.v1	pht001111.v4	AirNRExamMain	mnspmo1	NUMERIC	mnspmo1	FLOAT
phv00083032.v1	pht001111.v4	AirNRExamMain	mnspyr1	NUMERIC	mnspyr1	FLOAT
phv00083033.v1	pht001111.v4	AirNRExamMain	prdsnum1	NUMERIC	prdsnum1	FLOAT
phv00083034.v1	pht001111.v4	AirNRExamMain	menoage1	NUMERIC	menoage1	FLOAT
phv00083035.v1	pht001111.v4	AirNRExamMain	hrmrep1	NUMERIC	hrmrep1	FLOAT
phv00083036.v1	pht001111.v4	AirNRExamMain	hrmrepc1	NUMERIC	hrmrepc1	FLOAT
phv00083037.v1	pht001111.v4	AirNRExamMain	hrmrage1	NUMERIC	hrmrage1	FLOAT
phv00083038.v1	pht001111.v4	AirNRExamMain	hrmsage1	NUMERIC	hrmsage1	FLOAT
phv00083039.v1	pht001111.v4	AirNRExamMain	hrmage1c	NUMERIC	hrmage1c	FLOAT
phv00083040.v1	pht001111.v4	AirNRExamMain	hrmqage1	NUMERIC	hrmqage1	FLOAT
phv00083041.v1	pht001111.v4	AirNRExamMain	hrmtyp1	NUMERIC	hrmtyp1	FLOAT
phv00083042.v1	pht001111.v4	AirNRExamMain	legpain1	NUMERIC	legpain1	FLOAT
phv00083043.v1	pht001111.v4	AirNRExamMain	lprest1	NUMERIC	lprest1	FLOAT
phv00083044.v1	pht001111.v4	AirNRExamMain	lpcalf1	NUMERIC	lpcalf1	FLOAT
phv00083045.v1	pht001111.v4	AirNRExamMain	lpuphl1	NUMERIC	lpuphl1	FLOAT
phv00083046.v1	pht001111.v4	AirNRExamMain	lpnorm1	NUMERIC	lpnorm1	FLOAT
phv00083047.v1	pht001111.v4	AirNRExamMain	lpdis1	NUMERIC	lpdis1	FLOAT
phv00083048.v1	pht001111.v4	AirNRExamMain	lpstop1	NUMERIC	lpstop1	FLOAT
phv00083049.v1	pht001111.v4	AirNRExamMain	lpstnd1	NUMERIC	lpstnd1	FLOAT
phv00083050.v1	pht001111.v4	AirNRExamMain	lprelv1	NUMERIC	lprelv1	FLOAT
phv00083051.v1	pht001111.v4	AirNRExamMain	lploc1	NUMERIC	lploc1	FLOAT
phv00083052.v1	pht001111.v4	AirNRExamMain	swllft1	NUMERIC	swllft1	FLOAT
phv00083053.v1	pht001111.v4	AirNRExamMain	swllday1	NUMERIC	swllday1	FLOAT
phv00083054.v1	pht001111.v4	AirNRExamMain	slppllw1	NUMERIC	slppllw1	FLOAT
phv00083055.v1	pht001111.v4	AirNRExamMain	wakebr1	NUMERIC	wakebr1	FLOAT
phv00083056.v1	pht001111.v4	AirNRExamMain	fever1	NUMERIC	fever1	FLOAT
phv00083057.v1	pht001111.v4	AirNRExamMain	coldflu1	NUMERIC	coldflu1	FLOAT
phv00083058.v1	pht001111.v4	AirNRExamMain	urininf1	NUMERIC	urininf1	FLOAT
phv00083059.v1	pht001111.v4	AirNRExamMain	allrgy1	NUMERIC	allrgy1	FLOAT
phv00083060.v1	pht001111.v4	AirNRExamMain	bronch1	NUMERIC	bronch1	FLOAT
phv00083061.v1	pht001111.v4	AirNRExamMain	sinuinf1	NUMERIC	sinuinf1	FLOAT
phv00083062.v1	pht001111.v4	AirNRExamMain	pneumo1	NUMERIC	pneumo1	FLOAT
phv00083063.v1	pht001111.v4	AirNRExamMain	bldgums1	NUMERIC	bldgums1	FLOAT
phv00083064.v1	pht001111.v4	AirNRExamMain	tthinf1	NUMERIC	tthinf1	FLOAT
phv00083065.v1	pht001111.v4	AirNRExamMain	gout1	NUMERIC	gout1	FLOAT
phv00083066.v1	pht001111.v4	AirNRExamMain	arth2wk1	NUMERIC	arth2wk1	FLOAT
phv00083067.v1	pht001111.v4	AirNRExamMain	aspirin1	NUMERIC	aspirin1	FLOAT
phv00083068.v1	pht001111.v4	AirNRExamMain	aspsage1	NUMERIC	aspsage1	FLOAT
phv00083069.v1	pht001111.v4	AirNRExamMain	aspnow1	NUMERIC	aspnow1	FLOAT
phv00083070.v1	pht001111.v4	AirNRExamMain	aspdays1	NUMERIC	aspdays1	FLOAT
phv00083071.v1	pht001111.v4	AirNRExamMain	aspeage1	NUMERIC	aspeage1	FLOAT
phv00083072.v1	pht001111.v4	AirNRExamMain	asacat1c	NUMERIC	asacat1c	FLOAT
phv00083073.v1	pht001111.v4	AirNRExamMain	gumdis1	NUMERIC	gumdis1	FLOAT
phv00083074.v1	pht001111.v4	AirNRExamMain	losttth1	NUMERIC	losttth1	FLOAT
phv00083075.v1	pht001111.v4	AirNRExamMain	tthnum1	NUMERIC	tthnum1	FLOAT
phv00083076.v1	pht001111.v4	AirNRExamMain	mhxadm1	NUMERIC	mhxadm1	FLOAT
phv00083077.v1	pht001111.v4	AirNRExamMain	mhxtid1	NUMERIC	mhxtid1	FLOAT
phv00083078.v1	pht001111.v4	AirNRExamMain	mhxdid1	NUMERIC	mhxdid1	FLOAT
phv00083079.v1	pht001111.v4	AirNRExamMain	mhxrid1	NUMERIC	mhxrid1	FLOAT
phv00083080.v1	pht001111.v4	AirNRExamMain	totmed1c	NUMERIC	totmed1c	FLOAT
phv00083081.v1	pht001111.v4	AirNRExamMain	a2a1c	NUMERIC	a2a1c	FLOAT
phv00083082.v1	pht001111.v4	AirNRExamMain	a2ad1c	NUMERIC	a2ad1c	FLOAT
phv00083083.v1	pht001111.v4	AirNRExamMain	ace1c	NUMERIC	ace1c	FLOAT
phv00083084.v1	pht001111.v4	AirNRExamMain	aced1c	NUMERIC	aced1c	FLOAT
phv00083085.v1	pht001111.v4	AirNRExamMain	adpi1c	NUMERIC	adpi1c	FLOAT
phv00083086.v1	pht001111.v4	AirNRExamMain	agdi1c	NUMERIC	agdi1c	FLOAT
phv00083087.v1	pht001111.v4	AirNRExamMain	alpha1c	NUMERIC	alpha1c	FLOAT
phv00083088.v1	pht001111.v4	AirNRExamMain	alphad1c	NUMERIC	alphad1c	FLOAT
phv00083089.v1	pht001111.v4	AirNRExamMain	alzh1c	NUMERIC	alzh1c	FLOAT
phv00083090.v1	pht001111.v4	AirNRExamMain	amlod1c	NUMERIC	amlod1c	FLOAT
phv00083091.v1	pht001111.v4	AirNRExamMain	anar1a1c	NUMERIC	anar1a1c	FLOAT
phv00083092.v1	pht001111.v4	AirNRExamMain	anar1b1c	NUMERIC	anar1b1c	FLOAT
phv00083093.v1	pht001111.v4	AirNRExamMain	anar1c1c	NUMERIC	anar1c1c	FLOAT
phv00083094.v1	pht001111.v4	AirNRExamMain	anar31c	NUMERIC	anar31c	FLOAT
phv00083095.v1	pht001111.v4	AirNRExamMain	apsy1c	NUMERIC	apsy1c	FLOAT
phv00083096.v1	pht001111.v4	AirNRExamMain	asa1c	NUMERIC	asa1c	FLOAT
phv00083097.v1	pht001111.v4	AirNRExamMain	basq1c	NUMERIC	basq1c	FLOAT
phv00083098.v1	pht001111.v4	AirNRExamMain	benzod1c	NUMERIC	benzod1c	FLOAT
phv00083099.v1	pht001111.v4	AirNRExamMain	beta1c	NUMERIC	beta1c	FLOAT
phv00083100.v1	pht001111.v4	AirNRExamMain	betad1c	NUMERIC	betad1c	FLOAT
phv00083101.v1	pht001111.v4	AirNRExamMain	bgnd1c	NUMERIC	bgnd1c	FLOAT
phv00083102.v1	pht001111.v4	AirNRExamMain	ccb1c	NUMERIC	ccb1c	FLOAT
phv00083103.v1	pht001111.v4	AirNRExamMain	ccbir1c	NUMERIC	ccbir1c	FLOAT
phv00083104.v1	pht001111.v4	AirNRExamMain	ccbsr1c	NUMERIC	ccbsr1c	FLOAT
phv00083105.v1	pht001111.v4	AirNRExamMain	ccbt1c	NUMERIC	ccbt1c	FLOAT
phv00083106.v1	pht001111.v4	AirNRExamMain	cox21c	NUMERIC	cox21c	FLOAT
phv00083107.v1	pht001111.v4	AirNRExamMain	dig1c	NUMERIC	dig1c	FLOAT
phv00083108.v1	pht001111.v4	AirNRExamMain	dihir1c	NUMERIC	dihir1c	FLOAT
phv00083109.v1	pht001111.v4	AirNRExamMain	dihsr1c	NUMERIC	dihsr1c	FLOAT
phv00083110.v1	pht001111.v4	AirNRExamMain	dltir1c	NUMERIC	dltir1c	FLOAT
phv00083111.v1	pht001111.v4	AirNRExamMain	dltsr1c	NUMERIC	dltsr1c	FLOAT
phv00083112.v1	pht001111.v4	AirNRExamMain	edd1c	NUMERIC	edd1c	FLOAT
phv00083113.v1	pht001111.v4	AirNRExamMain	estrgn1c	NUMERIC	estrgn1c	FLOAT
phv00083114.v1	pht001111.v4	AirNRExamMain	fibr1c	NUMERIC	fibr1c	FLOAT
phv00083115.v1	pht001111.v4	AirNRExamMain	h2b1c	NUMERIC	h2b1c	FLOAT
phv00083116.v1	pht001111.v4	AirNRExamMain	hctz1c	NUMERIC	hctz1c	FLOAT
phv00083117.v1	pht001111.v4	AirNRExamMain	hctzk1c	NUMERIC	hctzk1c	FLOAT
phv00083118.v1	pht001111.v4	AirNRExamMain	hprns1c	NUMERIC	hprns1c	FLOAT
phv00083119.v1	pht001111.v4	AirNRExamMain	insln1c	NUMERIC	insln1c	FLOAT
phv00083120.v1	pht001111.v4	AirNRExamMain	iprtr1c	NUMERIC	iprtr1c	FLOAT
phv00083121.v1	pht001111.v4	AirNRExamMain	istrd1c	NUMERIC	istrd1c	FLOAT
phv00083122.v1	pht001111.v4	AirNRExamMain	kblkr1c	NUMERIC	kblkr1c	FLOAT
phv00083123.v1	pht001111.v4	AirNRExamMain	kcl1c	NUMERIC	kcl1c	FLOAT
phv00083124.v1	pht001111.v4	AirNRExamMain	kspr1c	NUMERIC	kspr1c	FLOAT
phv00083125.v1	pht001111.v4	AirNRExamMain	loop1c	NUMERIC	loop1c	FLOAT
phv00083126.v1	pht001111.v4	AirNRExamMain	maoi1c	NUMERIC	maoi1c	FLOAT
phv00083127.v1	pht001111.v4	AirNRExamMain	mlpd1c	NUMERIC	mlpd1c	FLOAT
phv00083128.v1	pht001111.v4	AirNRExamMain	niac1c	NUMERIC	niac1c	FLOAT
phv00083129.v1	pht001111.v4	AirNRExamMain	nifir1c	NUMERIC	nifir1c	FLOAT
phv00083130.v1	pht001111.v4	AirNRExamMain	nifsr1c	NUMERIC	nifsr1c	FLOAT
phv00083131.v1	pht001111.v4	AirNRExamMain	nsaid1c	NUMERIC	nsaid1c	FLOAT
phv00083132.v1	pht001111.v4	AirNRExamMain	ntca1c	NUMERIC	ntca1c	FLOAT
phv00083133.v1	pht001111.v4	AirNRExamMain	ntg1c	NUMERIC	ntg1c	FLOAT
phv00083134.v1	pht001111.v4	AirNRExamMain	oaia1c	NUMERIC	oaia1c	FLOAT
phv00083135.v1	pht001111.v4	AirNRExamMain	ohga1c	NUMERIC	ohga1c	FLOAT
phv00083136.v1	pht001111.v4	AirNRExamMain	ostrd1c	NUMERIC	ostrd1c	FLOAT
phv00083137.v1	pht001111.v4	AirNRExamMain	otch2b1c	NUMERIC	otch2b1c	FLOAT
phv00083138.v1	pht001111.v4	AirNRExamMain	pdei1c	NUMERIC	pdei1c	FLOAT
phv00083139.v1	pht001111.v4	AirNRExamMain	ppi1c	NUMERIC	ppi1c	FLOAT
phv00083140.v1	pht001111.v4	AirNRExamMain	prgstn1c	NUMERIC	prgstn1c	FLOAT
phv00083141.v1	pht001111.v4	AirNRExamMain	prknsn1c	NUMERIC	prknsn1c	FLOAT
phv00083142.v1	pht001111.v4	AirNRExamMain	prmrn1c	NUMERIC	prmrn1c	FLOAT
phv00083143.v1	pht001111.v4	AirNRExamMain	prob1c	NUMERIC	prob1c	FLOAT
phv00083144.v1	pht001111.v4	AirNRExamMain	pvdl1c	NUMERIC	pvdl1c	FLOAT
phv00083145.v1	pht001111.v4	AirNRExamMain	slf11c	NUMERIC	slf11c	FLOAT
phv00083146.v1	pht001111.v4	AirNRExamMain	slf21c	NUMERIC	slf21c	FLOAT
phv00083147.v1	pht001111.v4	AirNRExamMain	sttn1c	NUMERIC	sttn1c	FLOAT
phv00083148.v1	pht001111.v4	AirNRExamMain	sympth1c	NUMERIC	sympth1c	FLOAT
phv00083149.v1	pht001111.v4	AirNRExamMain	tca1c	NUMERIC	tca1c	FLOAT
phv00083150.v1	pht001111.v4	AirNRExamMain	tcap1c	NUMERIC	tcap1c	FLOAT
phv00083151.v1	pht001111.v4	AirNRExamMain	thry1c	NUMERIC	thry1c	FLOAT
phv00083152.v1	pht001111.v4	AirNRExamMain	thzd1c	NUMERIC	thzd1c	FLOAT
phv00083153.v1	pht001111.v4	AirNRExamMain	urcos1c	NUMERIC	urcos1c	FLOAT
phv00083154.v1	pht001111.v4	AirNRExamMain	vaso1c	NUMERIC	vaso1c	FLOAT
phv00083155.v1	pht001111.v4	AirNRExamMain	vasod1c	NUMERIC	vasod1c	FLOAT
phv00083156.v1	pht001111.v4	AirNRExamMain	verir1c	NUMERIC	verir1c	FLOAT
phv00083157.v1	pht001111.v4	AirNRExamMain	versr1c	NUMERIC	versr1c	FLOAT
phv00083158.v1	pht001111.v4	AirNRExamMain	warf1c	NUMERIC	warf1c	FLOAT
phv00083159.v1	pht001111.v4	AirNRExamMain	wtls1c	NUMERIC	wtls1c	FLOAT
phv00083160.v1	pht001111.v4	AirNRExamMain	xoi1c	NUMERIC	xoi1c	FLOAT
phv00083161.v1	pht001111.v4	AirNRExamMain	diur1c	NUMERIC	diur1c	FLOAT
phv00083162.v1	pht001111.v4	AirNRExamMain	lipid1c	NUMERIC	lipid1c	FLOAT
phv00083163.v1	pht001111.v4	AirNRExamMain	htnmed1c	NUMERIC	htnmed1c	FLOAT
phv00083164.v1	pht001111.v4	AirNRExamMain	nhdmo1	NUMERIC	nhdmo1	FLOAT
phv00083165.v1	pht001111.v4	AirNRExamMain	nhdyrs1	NUMERIC	nhdyrs1	FLOAT
phv00083166.v1	pht001111.v4	AirNRExamMain	nhdblks1	NUMERIC	nhdblks1	FLOAT
phv00083167.v1	pht001111.v4	AirNRExamMain	nclose1	NUMERIC	nclose1	FLOAT
phv00083168.v1	pht001111.v4	AirNRExamMain	nhelp1	NUMERIC	nhelp1	FLOAT
phv00083169.v1	pht001111.v4	AirNRExamMain	ndgalng1	NUMERIC	ndgalng1	FLOAT
phv00083170.v1	pht001111.v4	AirNRExamMain	ntrust1	NUMERIC	ntrust1	FLOAT
phv00083171.v1	pht001111.v4	AirNRExamMain	nvalues1	NUMERIC	nvalues1	FLOAT
phv00083172.v1	pht001111.v4	AirNRExamMain	nsafe1	NUMERIC	nsafe1	FLOAT
phv00083173.v1	pht001111.v4	AirNRExamMain	nnoise1	NUMERIC	nnoise1	FLOAT
phv00083174.v1	pht001111.v4	AirNRExamMain	ntraf1	NUMERIC	ntraf1	FLOAT
phv00083175.v1	pht001111.v4	AirNRExamMain	nlfshop1	NUMERIC	nlfshop1	FLOAT
phv00083176.v1	pht001111.v4	AirNRExamMain	nlparks1	NUMERIC	nlparks1	FLOAT
phv00083177.v1	pht001111.v4	AirNRExamMain	ntrash1	NUMERIC	ntrash1	FLOAT
phv00083178.v1	pht001111.v4	AirNRExamMain	nsdwlk1	NUMERIC	nsdwlk1	FLOAT
phv00083179.v1	pht001111.v4	AirNRExamMain	nviolen1	NUMERIC	nviolen1	FLOAT
phv00083180.v1	pht001111.v4	AirNRExamMain	napark1	NUMERIC	napark1	FLOAT
phv00083181.v1	pht001111.v4	AirNRExamMain	nafield1	NUMERIC	nafield1	FLOAT
phv00083182.v1	pht001111.v4	AirNRExamMain	napool1	NUMERIC	napool1	FLOAT
phv00083183.v1	pht001111.v4	AirNRExamMain	naschl1	NUMERIC	naschl1	FLOAT
phv00083184.v1	pht001111.v4	AirNRExamMain	nagym1	NUMERIC	nagym1	FLOAT
phv00083185.v1	pht001111.v4	AirNRExamMain	naymca1	NUMERIC	naymca1	FLOAT
phv00083186.v1	pht001111.v4	AirNRExamMain	nabike1	NUMERIC	nabike1	FLOAT
phv00083187.v1	pht001111.v4	AirNRExamMain	nasdwlk1	NUMERIC	nasdwlk1	FLOAT
phv00083188.v1	pht001111.v4	AirNRExamMain	napleas1	NUMERIC	napleas1	FLOAT
phv00083189.v1	pht001111.v4	AirNRExamMain	naattr1	NUMERIC	naattr1	FLOAT
phv00083190.v1	pht001111.v4	AirNRExamMain	natrash1	NUMERIC	natrash1	FLOAT
phv00083191.v1	pht001111.v4	AirNRExamMain	nafrnd1	NUMERIC	nafrnd1	FLOAT
phv00083192.v1	pht001111.v4	AirNRExamMain	nashade1	NUMERIC	nashade1	FLOAT
phv00083193.v1	pht001111.v4	AirNRExamMain	natraf1	NUMERIC	natraf1	FLOAT
phv00083194.v1	pht001111.v4	AirNRExamMain	nanoise1	NUMERIC	nanoise1	FLOAT
phv00083195.v1	pht001111.v4	AirNRExamMain	nawalk1	NUMERIC	nawalk1	FLOAT
phv00083196.v1	pht001111.v4	AirNRExamMain	nastore1	NUMERIC	nastore1	FLOAT
